,actual_hardness,predicted_hardness,y_std,load,formula
884,32.7,31.141777,0.9994424,1.96,YB20
885,30.5,28.999949,0.7464769,2.98,YB20
886,28.5,27.961529,0.71116954,4.9,YB20
887,6.06,3.4356787,0.97897124,0.02,YbAl3
888,21.57,31.713228,1.7203944,0.49,YbB6
889,5.0,5.349471,1.0572793,1.72,YC2
895,3.5,5.4530725,0.43604082,0.5,YFe2
896,5.6,7.581168,0.4299906,0.49,YMn2Si2
897,39.38330065,33.41858,1.5550832,0.49,YRe0.25Cr0.75B4
898,32.99336355,29.923529,1.240936,0.98,YRe0.25Cr0.75B4
899,29.84870946,25.31889,0.88828725,1.96,YRe0.25Cr0.75B4
900,26.17575348,22.606153,0.78476936,2.94,YRe0.25Cr0.75B4
901,24.01221004,20.374857,1.0215657,4.9,YRe0.25Cr0.75B4
907,37.93928835,36.29489,1.3085657,0.49,YRe0.75Cr0.25B4
908,33.15941414,31.904617,0.9180682,0.98,YRe0.75Cr0.25B4
909,28.05247447,26.981407,0.6920216,1.96,YRe0.75Cr0.25B4
910,24.3040468,24.405592,0.48571217,2.94,YRe0.75Cr0.25B4
911,21.41098647,22.230553,0.6281911,4.9,YRe0.75Cr0.25B4
912,35.02711367,35.20235,1.3046381,0.49,YRe0.95Cr0.05B4
913,31.1277426,31.696985,0.88259053,0.98,YRe0.95Cr0.05B4
914,26.02082436,26.838528,0.650637,1.96,YRe0.95Cr0.05B4
915,23.58057279,24.11341,0.48838246,2.94,YRe0.95Cr0.05B4
916,20.61201933,21.646975,0.7182384,4.9,YRe0.95Cr0.05B4
917,34.27389669,34.931484,1.2991321,0.49,YReB4
918,30.42486152,30.92241,0.7204416,0.98,YReB4
919,25.77077347,26.06483,0.6375425,1.96,YReB4
920,22.60096215,23.454554,0.33604854,2.94,YReB4
921,20.5632263,21.228836,0.51429516,4.9,YReB4
922,7.5,6.9398217,0.83291215,2.94,YRh3B
923,5.52,6.228483,0.555212,2.94,YRh3B0.5C0.5
924,4.4,6.7007036,0.4609035,2.94,YRh3C
925,41.30943917,38.075947,1.3497673,0.49,YScReB6
926,35.7536478,33.52588,0.8823886,0.98,YScReB6
927,31.39910861,28.332827,0.5922838,1.96,YScReB6
928,28.2708477,26.052553,0.29730797,2.94,YScReB6
929,25.66813463,24.023384,0.55537415,4.9,YScReB6
930,4.4,4.931779,0.3245845,1.96,YSi
931,7.04,3.840684,0.21415839,1.96,YSi1.67
932,1.0,5.1497874,0.95485204,0.49,ZnSe
933,0.98,1.9839971,0.39331546,0.25,ZnTe
934,48.86304808,50.02359,2.401603,0.49,Zr0.04W0.96B4
935,40.71027986,42.550594,1.8305992,0.98,Zr0.04W0.96B4
936,36.38724424,38.130695,1.4323331,1.96,Zr0.04W0.96B4
937,35.22670266,36.28091,1.3223414,2.94,Zr0.04W0.96B4
938,33.36983612,34.24903,1.1902692,4.9,Zr0.04W0.96B4
939,50.72109847,48.85755,2.2141466,0.49,Zr0.06W0.94B4
940,41.20465747,40.450462,1.4935075,0.98,Zr0.06W0.94B4
941,36.91063538,36.490635,1.1376945,1.96,Zr0.06W0.94B4
942,35.75011201,34.486637,1.0406845,2.94,Zr0.06W0.94B4
943,34.44450273,33.0083,0.8735803,4.9,Zr0.06W0.94B4
949,3.63,2.0291328,0.17522393,9.8,Zr0.10Pt0.90
950,45.96519104,47.38518,2.1595438,0.49,Zr0.1W0.9B4
951,38.50872956,40.203228,1.4971869,0.98,Zr0.1W0.9B4
952,35.4042626,36.341774,1.31062,1.96,Zr0.1W0.9B4
953,33.08317943,34.717167,1.180552,2.94,Zr0.1W0.9B4
954,31.83561544,32.97317,0.9682013,4.9,Zr0.1W0.9B4
955,42.4,42.72673,1.2257342,0.49,Zr0.25Hf0.25Gd0.5B20
956,36.5,35.8964,0.71752024,0.98,Zr0.25Hf0.25Gd0.5B20
957,33.7,32.68862,0.73405284,1.96,Zr0.25Hf0.25Gd0.5B20
958,32.3,30.833818,0.68752617,2.98,Zr0.25Hf0.25Gd0.5B20
959,30.2,29.55913,0.6844175,4.9,Zr0.25Hf0.25Gd0.5B20
960,41.9,45.106174,1.5075431,0.49,Zr0.25Hf0.25Y0.5B20
961,33.8,38.039097,0.9089684,0.98,Zr0.25Hf0.25Y0.5B20
962,30.4,35.192616,1.0084975,1.96,Zr0.25Hf0.25Y0.5B20
963,29.9,33.20678,0.8460925,2.98,Zr0.25Hf0.25Y0.5B20
964,29.2,31.613918,0.7937918,4.9,Zr0.25Hf0.25Y0.5B20
965,41.9,42.948666,1.35474,0.49,Zr0.25Hf0.5Gd0.25B20
966,33.9,36.24065,0.88278323,0.98,Zr0.25Hf0.5Gd0.25B20
967,31.5,33.168343,0.9066499,1.96,Zr0.25Hf0.5Gd0.25B20
968,30.2,31.230362,0.8738761,2.98,Zr0.25Hf0.5Gd0.25B20
969,28.1,29.94579,0.87593526,4.9,Zr0.25Hf0.5Gd0.25B20
970,44.2,42.406967,1.2619514,0.49,Zr0.25Hf0.5Y0.25B20
971,35.5,35.330185,0.83112717,0.98,Zr0.25Hf0.5Y0.25B20
972,33.0,32.35585,0.83245695,1.96,Zr0.25Hf0.5Y0.25B20
973,31.9,30.367231,0.6014152,2.98,Zr0.25Hf0.5Y0.25B20
974,29.3,29.29454,0.6126618,4.9,Zr0.25Hf0.5Y0.25B20
980,41.1,42.253223,1.4004055,0.49,Zr0.25Y0.5Gd0.25B20
981,33.5,36.24935,0.86757505,0.98,Zr0.25Y0.5Gd0.25B20
982,30.8,33.52648,0.96855354,1.96,Zr0.25Y0.5Gd0.25B20
983,29.3,31.555643,0.7833335,2.98,Zr0.25Y0.5Gd0.25B20
984,28.0,30.097391,0.72057635,4.9,Zr0.25Y0.5Gd0.25B20
986,7.84,9.654448,1.2954997,0.98,Zr0.2Nb2.8Sn0.5Ge0.5
987,47.62477279,45.034904,1.9405774,0.49,Zr0.2W0.8B4
988,39.41394107,38.581604,1.4185292,0.98,Zr0.2W0.8B4
989,36.33848765,35.29215,1.2005465,1.96,Zr0.2W0.8B4
990,35.32303198,33.419025,1.0704396,2.94,Zr0.2W0.8B4
991,33.95939562,31.360115,0.9663348,4.9,Zr0.2W0.8B4
992,6.13,9.068144,1.6564738,1.96,Zr0.33W0.67
993,42.0,40.627,0.98867124,0.49,Zr0.5Gd0.5B12
994,34.5,34.732452,0.67342544,0.98,Zr0.5Gd0.5B12
995,33.0,31.658764,0.7976391,1.96,Zr0.5Gd0.5B12
996,31.8,30.591532,0.78350717,2.94,Zr0.5Gd0.5B12
997,29.2,28.959457,0.53903717,4.9,Zr0.5Gd0.5B12
998,43.7,41.91058,1.0628097,0.49,Zr0.5Hf0.25Gd0.25B20
999,36.9,34.44239,0.6725613,0.98,Zr0.5Hf0.25Gd0.25B20
1000,34.3,31.823414,0.66472703,1.96,Zr0.5Hf0.25Gd0.25B20
1001,31.8,30.01399,0.5381978,2.98,Zr0.5Hf0.25Gd0.25B20
1002,29.4,28.963951,0.48506746,4.9,Zr0.5Hf0.25Gd0.25B20
1003,42.0,44.32383,1.4530386,0.49,Zr0.5Hf0.25Y0.25B20
1004,36.4,37.28687,0.85884696,0.98,Zr0.5Hf0.25Y0.25B20
1005,31.6,34.470028,0.9639754,1.96,Zr0.5Hf0.25Y0.25B20
1006,29.6,32.51289,0.8084662,2.98,Zr0.5Hf0.25Y0.25B20
1007,29.5,30.899641,0.7544624,4.9,Zr0.5Hf0.25Y0.25B20
1008,25.0,17.429241,2.6366267,0.0015,Zr0.5Ta0.5N
1009,46.42365232,37.99069,2.1570702,0.49,Zr0.5W0.5B4
1010,38.85111847,32.98416,1.4403601,0.98,Zr0.5W0.5B4
1011,36.06581866,29.515196,1.1497682,1.96,Zr0.5W0.5B4
1012,34.15092505,27.887249,0.9902521,2.94,Zr0.5W0.5B4
1013,33.48363185,26.403381,1.1192663,4.9,Zr0.5W0.5B4
1014,46.9,43.9154,1.3785119,0.49,Zr0.5Y0.25Gd0.25B20
1015,35.1,37.55457,0.7859658,0.98,Zr0.5Y0.25Gd0.25B20
1016,32.2,34.822567,0.8848784,1.96,Zr0.5Y0.25Gd0.25B20
1017,30.6,32.799534,0.7143152,2.98,Zr0.5Y0.25Gd0.25B20
1018,28.7,31.210741,0.68169904,4.9,Zr0.5Y0.25Gd0.25B20
1024,8.947,9.230125,1.0759814,0.98,Zr0.8Mo2Ge0.2
1025,39.3,42.34569,1.0633041,0.49,Zr0.95Gd0.05B12
1026,35.0,35.06566,0.6027903,0.98,Zr0.95Gd0.05B12
1027,33.0,32.2385,0.68516487,1.96,Zr0.95Gd0.05B12
1028,31.1,30.70007,0.6381915,2.94,Zr0.95Gd0.05B12
1029,29.2,28.9908,0.44886628,4.9,Zr0.95Gd0.05B12
1030,2.97,3.815709,0.56063396,49.0,Zr0.95Os0.05
1032,7.35,7.5119467,1.0944504,0.98,Zr0.9Nb2.1Sn
1033,4.31,4.9913354,0.51435876,0.98,Zr2Rh
1034,5.9,8.694915,0.6521439,0.98,Zr3Ge
1035,11.7,9.0158,0.6810337,0.98,Zr5Ge3
1036,10.33,8.433669,0.55970854,0.98,Zr5Ge4
1037,40.4,38.54999,1.5444113,0.49,ZrB12
1038,35.2,34.214897,0.9490519,0.98,ZrB12
1039,33.2,31.758808,0.83578604,1.96,ZrB12
1040,31.0,30.621511,0.9252918,2.94,ZrB12
1041,28.8,28.984118,0.71186626,4.9,ZrB12
1042,22.08,33.466835,1.0967596,0.29,ZrB2
1049,7.4,8.24798,0.6510452,0.98,ZrGe
1050,5.7,7.583356,0.6139677,0.98,ZrGe2
1051,7.86,7.1392875,0.4782982,0.98,ZrMn2
1053,6.523,5.5928106,0.35161242,0.98,ZrMoAl
1055,13.0,17.550974,1.4219016,0.98,ZrO2
1056,6.37,5.775575,0.7867453,0.98,ZrRh3
1057,3.6,1.4441284,0.5939403,0.98,ZrV2
1059,34.8,32.087612,2.6286101,0.25,OsB2
1060,27.0,33.07728,2.5903141,0.49,OsB2
1061,17.8,20.315533,2.334996,1.96,OsB2
