,actual_hardness,predicted_hardness,y_std,load,formula
885,30.5,31.645073,1.9905547,0.0,YB20
886,28.5,31.645073,1.9905547,0.0,YB20
887,6.06,4.329324,0.61534375,0.0,YbAl3
888,21.57,26.627642,2.0550246,0.0,YbB6
889,5.0,8.4348135,1.2488152,0.0,YC2
895,3.5,4.8338604,0.46488422,0.0,YFe2
896,5.6,5.9738355,0.33587873,0.0,YMn2Si2
897,39.38330065,27.67829,2.0150526,0.0,YRe0.25Cr0.75B4
898,32.99336355,27.67829,2.0150526,0.0,YRe0.25Cr0.75B4
899,29.84870946,27.67829,2.0150526,0.0,YRe0.25Cr0.75B4
900,26.17575348,27.67829,2.0150526,0.0,YRe0.25Cr0.75B4
901,24.01221004,27.67829,2.0150526,0.0,YRe0.25Cr0.75B4
907,37.93928835,28.66258,1.9315369,0.0,YRe0.75Cr0.25B4
908,33.15941414,28.66258,1.9315369,0.0,YRe0.75Cr0.25B4
909,28.05247447,28.66258,1.9315369,0.0,YRe0.75Cr0.25B4
910,24.3040468,28.66258,1.9315369,0.0,YRe0.75Cr0.25B4
911,21.41098647,28.66258,1.9315369,0.0,YRe0.75Cr0.25B4
912,35.02711367,27.819395,2.1766074,0.0,YRe0.95Cr0.05B4
913,31.1277426,27.819395,2.1766074,0.0,YRe0.95Cr0.05B4
914,26.02082436,27.819395,2.1766074,0.0,YRe0.95Cr0.05B4
915,23.58057279,27.819395,2.1766074,0.0,YRe0.95Cr0.05B4
916,20.61201933,27.819395,2.1766074,0.0,YRe0.95Cr0.05B4
917,34.27389669,27.318064,2.1302738,0.0,YReB4
918,30.42486152,27.318064,2.1302738,0.0,YReB4
919,25.77077347,27.318064,2.1302738,0.0,YReB4
920,22.60096215,27.318064,2.1302738,0.0,YReB4
921,20.5632263,27.318064,2.1302738,0.0,YReB4
922,7.5,6.6852098,0.9426676,0.0,YRh3B
923,5.52,6.8527365,0.6857941,0.0,YRh3B0.5C0.5
924,4.4,7.99715,0.7934502,0.0,YRh3C
925,41.30943917,29.667398,2.0380096,0.0,YScReB6
926,35.7536478,29.667398,2.0380096,0.0,YScReB6
927,31.39910861,29.667398,2.0380096,0.0,YScReB6
928,28.2708477,29.667398,2.0380096,0.0,YScReB6
929,25.66813463,29.667398,2.0380096,0.0,YScReB6
930,4.4,5.2852235,0.37501976,0.0,YSi
931,7.04,5.3649435,0.32100585,0.0,YSi1.67
932,1.0,4.509754,0.60832554,0.0,ZnSe
933,0.98,0.90204614,0.3818055,0.0,ZnTe
934,48.86304808,39.27766,2.1777532,0.0,Zr0.04W0.96B4
935,40.71027986,39.27766,2.1777532,0.0,Zr0.04W0.96B4
936,36.38724424,39.27766,2.1777532,0.0,Zr0.04W0.96B4
937,35.22670266,39.27766,2.1777532,0.0,Zr0.04W0.96B4
938,33.36983612,39.27766,2.1777532,0.0,Zr0.04W0.96B4
939,50.72109847,39.096317,1.834667,0.0,Zr0.06W0.94B4
940,41.20465747,39.096317,1.834667,0.0,Zr0.06W0.94B4
941,36.91063538,39.096317,1.834667,0.0,Zr0.06W0.94B4
942,35.75011201,39.096317,1.834667,0.0,Zr0.06W0.94B4
943,34.44450273,39.096317,1.834667,0.0,Zr0.06W0.94B4
949,3.63,2.3381805,0.47704387,0.0,Zr0.10Pt0.90
950,45.96519104,40.02154,1.8356284,0.0,Zr0.1W0.9B4
951,38.50872956,40.02154,1.8356284,0.0,Zr0.1W0.9B4
952,35.4042626,40.02154,1.8356284,0.0,Zr0.1W0.9B4
953,33.08317943,40.02154,1.8356284,0.0,Zr0.1W0.9B4
954,31.83561544,40.02154,1.8356284,0.0,Zr0.1W0.9B4
955,42.4,34.860214,1.956278,0.0,Zr0.25Hf0.25Gd0.5B20
956,36.5,34.860214,1.956278,0.0,Zr0.25Hf0.25Gd0.5B20
957,33.7,34.860214,1.956278,0.0,Zr0.25Hf0.25Gd0.5B20
958,32.3,34.860214,1.956278,0.0,Zr0.25Hf0.25Gd0.5B20
959,30.2,34.860214,1.956278,0.0,Zr0.25Hf0.25Gd0.5B20
960,41.9,36.5978,1.8081548,0.0,Zr0.25Hf0.25Y0.5B20
961,33.8,36.5978,1.8081548,0.0,Zr0.25Hf0.25Y0.5B20
962,30.4,36.5978,1.8081548,0.0,Zr0.25Hf0.25Y0.5B20
963,29.9,36.5978,1.8081548,0.0,Zr0.25Hf0.25Y0.5B20
964,29.2,36.5978,1.8081548,0.0,Zr0.25Hf0.25Y0.5B20
965,41.9,35.327187,1.9176565,0.0,Zr0.25Hf0.5Gd0.25B20
966,33.9,35.327187,1.9176565,0.0,Zr0.25Hf0.5Gd0.25B20
967,31.5,35.327187,1.9176565,0.0,Zr0.25Hf0.5Gd0.25B20
968,30.2,35.327187,1.9176565,0.0,Zr0.25Hf0.5Gd0.25B20
969,28.1,35.327187,1.9176565,0.0,Zr0.25Hf0.5Gd0.25B20
970,44.2,34.828987,1.770363,0.0,Zr0.25Hf0.5Y0.25B20
971,35.5,34.828987,1.770363,0.0,Zr0.25Hf0.5Y0.25B20
972,33.0,34.828987,1.770363,0.0,Zr0.25Hf0.5Y0.25B20
973,31.9,34.828987,1.770363,0.0,Zr0.25Hf0.5Y0.25B20
974,29.3,34.828987,1.770363,0.0,Zr0.25Hf0.5Y0.25B20
980,41.1,35.230892,1.7375551,0.0,Zr0.25Y0.5Gd0.25B20
981,33.5,35.230892,1.7375551,0.0,Zr0.25Y0.5Gd0.25B20
982,30.8,35.230892,1.7375551,0.0,Zr0.25Y0.5Gd0.25B20
983,29.3,35.230892,1.7375551,0.0,Zr0.25Y0.5Gd0.25B20
984,28.0,35.230892,1.7375551,0.0,Zr0.25Y0.5Gd0.25B20
986,7.84,9.5876875,1.1453276,0.0,Zr0.2Nb2.8Sn0.5Ge0.5
987,47.62477279,35.83104,1.7785841,0.0,Zr0.2W0.8B4
988,39.41394107,35.83104,1.7785841,0.0,Zr0.2W0.8B4
989,36.33848765,35.83104,1.7785841,0.0,Zr0.2W0.8B4
990,35.32303198,35.83104,1.7785841,0.0,Zr0.2W0.8B4
991,33.95939562,35.83104,1.7785841,0.0,Zr0.2W0.8B4
992,6.13,10.601393,1.961677,0.0,Zr0.33W0.67
993,42.0,32.114155,1.4828205,0.0,Zr0.5Gd0.5B12
994,34.5,32.114155,1.4828205,0.0,Zr0.5Gd0.5B12
995,33.0,32.114155,1.4828205,0.0,Zr0.5Gd0.5B12
996,31.8,32.114155,1.4828205,0.0,Zr0.5Gd0.5B12
997,29.2,32.114155,1.4828205,0.0,Zr0.5Gd0.5B12
998,43.7,35.885586,1.8533336,0.0,Zr0.5Hf0.25Gd0.25B20
999,36.9,35.885586,1.8533336,0.0,Zr0.5Hf0.25Gd0.25B20
1000,34.3,35.885586,1.8533336,0.0,Zr0.5Hf0.25Gd0.25B20
1001,31.8,35.885586,1.8533336,0.0,Zr0.5Hf0.25Gd0.25B20
1002,29.4,35.885586,1.8533336,0.0,Zr0.5Hf0.25Gd0.25B20
1003,42.0,36.410603,1.8071213,0.0,Zr0.5Hf0.25Y0.25B20
1004,36.4,36.410603,1.8071213,0.0,Zr0.5Hf0.25Y0.25B20
1005,31.6,36.410603,1.8071213,0.0,Zr0.5Hf0.25Y0.25B20
1006,29.6,36.410603,1.8071213,0.0,Zr0.5Hf0.25Y0.25B20
1007,29.5,36.410603,1.8071213,0.0,Zr0.5Hf0.25Y0.25B20
1008,25.0,16.410915,2.5734468,0.0,Zr0.5Ta0.5N
1009,46.42365232,32.15078,1.964606,0.0,Zr0.5W0.5B4
1010,38.85111847,32.15078,1.964606,0.0,Zr0.5W0.5B4
1011,36.06581866,32.15078,1.964606,0.0,Zr0.5W0.5B4
1012,34.15092505,32.15078,1.964606,0.0,Zr0.5W0.5B4
1013,33.48363185,32.15078,1.964606,0.0,Zr0.5W0.5B4
1014,46.9,36.20426,1.8374083,0.0,Zr0.5Y0.25Gd0.25B20
1015,35.1,36.20426,1.8374083,0.0,Zr0.5Y0.25Gd0.25B20
1016,32.2,36.20426,1.8374083,0.0,Zr0.5Y0.25Gd0.25B20
1017,30.6,36.20426,1.8374083,0.0,Zr0.5Y0.25Gd0.25B20
1018,28.7,36.20426,1.8374083,0.0,Zr0.5Y0.25Gd0.25B20
1024,8.947,7.9408965,0.8361453,0.0,Zr0.8Mo2Ge0.2
1025,39.3,33.313354,1.619173,0.0,Zr0.95Gd0.05B12
1026,35.0,33.313354,1.619173,0.0,Zr0.95Gd0.05B12
1027,33.0,33.313354,1.619173,0.0,Zr0.95Gd0.05B12
1028,31.1,33.313354,1.619173,0.0,Zr0.95Gd0.05B12
1029,29.2,33.313354,1.619173,0.0,Zr0.95Gd0.05B12
1030,2.97,7.113297,0.81359124,0.0,Zr0.95Os0.05
1032,7.35,8.39349,0.9659486,0.0,Zr0.9Nb2.1Sn
1033,4.31,5.11678,0.6233958,0.0,Zr2Rh
1034,5.9,7.493291,0.7158384,0.0,Zr3Ge
1035,11.7,8.308871,0.6465564,0.0,Zr5Ge3
1036,10.33,7.9423895,0.5545447,0.0,Zr5Ge4
1037,40.4,34.061314,1.7902365,0.0,ZrB12
1038,35.2,34.061314,1.7902365,0.0,ZrB12
1039,33.2,34.061314,1.7902365,0.0,ZrB12
1040,31.0,34.061314,1.7902365,0.0,ZrB12
1041,28.8,34.061314,1.7902365,0.0,ZrB12
1042,22.08,28.737295,1.1333991,0.0,ZrB2
1049,7.4,8.813714,0.7515176,0.0,ZrGe
1050,5.7,7.5246572,0.60320497,0.0,ZrGe2
1051,7.86,6.266571,0.72720087,0.0,ZrMn2
1053,6.523,5.6798773,0.40450653,0.0,ZrMoAl
1055,13.0,16.914745,1.5999932,0.0,ZrO2
1056,6.37,5.3735256,0.90663296,0.0,ZrRh3
1057,3.6,3.8487952,1.0033097,0.0,ZrV2
1059,34.8,25.092384,1.9318838,0.0,OsB2
1060,27.0,25.092384,1.9318838,0.0,OsB2
1061,17.8,25.092384,1.9318838,0.0,OsB2
