element,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
Ta,0.8159136010880931,-0.15478324455524498,-0.269902980587648,-0.21277823517794806,0.35351694742556405,0.655470992746619,-0.20747156026303698,-0.106318039516895,-0.3974608897701351,-0.3771470477187841,-0.049736296483995995,-0.32629265540657104,-0.229129399305065,-0.29803352636738395,-0.27723069608995504,-0.28908387227716603,0.039007836782567,0.34327249524734205,0.8264714394326621,0.8269666947317561,0.827449856187731,0.8285765021025471,0.82993644065375,0.8315394272480261,0.8331805987483971,0.8347946422193231,0.8363853197648651,0.8379275017734511,0.8394648475798611,0.8409983013100051,0.842557630894981,0.8442211807537311,0.8459536924777511,0.847814774494097,0.8498305217459821,0.8519308051119271,0.8540793247068741,0.8563455095735659,0.8585695499926501,0.8630174524195041,0.8671324825420461,0.8689815012361101,0.870677965909688,0.8735400482636629,0.8755915719744161,0.87678404422204,0.8771879894635121,0.8770848164612711,0.8767765473358029,0.875755254289969,0.8740756171552091,0.8718738207856671,0.8692585804424581,0.867801008467535,0.8662986826563981,0.8630080321365111,0.8595407346092571,0.8499315642841301,0.8394003097795759,0.8279981147925831,0.815716808949785,0.7888606445112571,0.7606612314189011,0.7346878928683751,0.7153333338002761,0.7057117348118761,0.7075564093338381,0.7205822055136311,0.7429378755370071,0.7715687103359821,0.8031453793698841,0.8340768068295751,0.8612632380956401,0.8823085102947721,0.8902228412375541,0.755851013705913,0.659882178791101,0.67104032158666,0.818871578023435,0.8828349851972741,0.7498722723116059,0.5275005353823531,-0.4394666209178421,-0.51096314088158,1.47035613121329,-0.44780316079175,1.08474242079197,0.442745019776957,-0.5701889578367061,-0.17232709374537605,1.81649172351224,0.395556458228174,0.161444032047299,-0.025283364514989,0.13303726890586198,0.8145886970173171,0.7425316749104158,0.8471426702098359,-0.342826530551102,-0.199722024058904,0.817785523092162,-0.173249067272501,-0.719429817441522,-0.6802709140464561,1.523652606180728,-0.556389083547015,1.299325906242927,0.5947986447495329,0.7125953353583171,0.109958316978983,-0.25421073649206904,1.29536830790699,-0.101017297115612,-0.043873061473274,0.06510496827712,0.991266747188673,-0.54159105764073,1.948473366558116,2.330451480316523,2.2280664698741117,0.570968033948922,1.595084593649017,2.2843463898242997,2.025631901845466,2.232320629744585,-0.23713876826659705,2.228989787242156,1.2716311488147098,-0.5812964503120329,-0.32238190912154197,-1.671066458070529,-0.45483871923992497,-0.4548392472626121,-0.21654501344660604,-0.492220102127357
W,0.854758215964549,-0.056284816201907006,-0.27156337027716504,-0.21331224413837305,0.848440673821354,0.157516285078644,-0.9250790745846,-0.29584727277010603,0.9802073722009492,-0.216557028068472,-0.023214281067499003,0.19525499052759604,-0.233049463737341,-0.29803352636738395,-0.27723069608995504,-0.28908387227716603,0.066759328649656,0.34327249524734205,0.8616404368553291,0.8622346201783461,0.8628869197057031,0.8643028461244641,0.8660638797730781,0.8680346959003951,0.870076755870506,0.8720847371977881,0.8739481936695841,0.875635769849004,0.8772218362342961,0.8786648798173651,0.8800645814330901,0.8814198660291129,0.8828434762876031,0.884316510631394,0.8858621985628821,0.887485973931289,0.889230618472844,0.891005948689737,0.892892712117304,0.896686424399569,0.900330478402624,0.9020622216740759,0.9037232199604892,0.9065920266122259,0.908907754001106,0.9105439542687792,0.9114864414909052,0.9117014768160012,0.911761067435544,0.9114335080942132,0.9105551245159952,0.9092167887077449,0.9074256085931371,0.9063575892574408,0.905247188460173,0.9028009032871,0.9000781606979641,0.8924478679083211,0.8836323770435971,0.8738627281376751,0.8630125600371521,0.8380975021959559,0.8103968584773881,0.7834771324792401,0.7615454619729951,0.748459671896009,0.746217225290976,0.7553631443427761,0.7743577582787621,0.8009134931417891,0.8313304549973071,0.8624060557272101,0.8909849557368501,0.9143813610396372,0.934863817041248,0.8111853989888009,0.7064709760113591,0.7161223018117471,0.8491401423096601,0.9253137069490992,1.315160600669587,0.318208824987735,-0.4394666209178421,-0.51096314088158,1.171404054742538,-0.44780316079175,1.211446541456587,0.442745019776957,-0.5701889578367061,0.06222922829694101,1.81649172351224,0.212920260789488,-0.08924898954727499,-0.25400056966596696,-0.05799060439486201,0.7199663829426071,0.691051608026876,0.7660077237845531,-0.633709647382341,-0.44953387291369296,0.690862249598673,-0.279321349895205,-0.9506883595739832,-0.7900151083285859,1.9624739185539901,-0.634847082937632,2.5221514815064716,2.584412083101432,2.6631784404370085,2.378747554037947,0.049341502753318,1.7629844573678422,-0.101017297115612,1.044667956643674,0.8470028716053011,1.589793032330148,-0.6868667724389801,2.5266770504283147,2.449525643544375,2.6728265506327853,0.9653136154231832,1.5239409256605572,2.596927936250919,2.0872463759338493,2.6799782160067482,0.21466938085067505,2.6096194754897297,2.640793085786434,-0.6039422271010811,-0.32238190912154197,-1.958370981555976,-0.646868205253124,-0.6468689336820239,-0.21654501344660604,-0.6161836958304311
Re,0.8865498440479531,0.042213612151430005,-0.21495198848219504,-0.200068821919846,1.343364400217144,-0.8383931302573031,0.270933449284671,-0.49011473685464596,0.24331504603036905,-0.055967008418159006,-0.052683187085829,-0.6011535064987621,-0.23303158023172,-0.29803352636738395,-0.27723069608995504,-0.28908387227716603,0.032069963815793,0.34327249524734205,0.8968094342779951,0.8974673480945501,0.8982887224639541,0.8999938175285359,0.902120271814492,0.9044942548965492,0.906936986841572,0.9093024944556349,0.9114382006996092,0.913344037924558,0.915015841544274,0.916480780737044,0.9177974774563692,0.9189605208320509,0.9201167297836271,0.9212440358434641,0.9224019142069192,0.923633071199364,0.9249398692827172,0.9263507402623252,0.927825883047492,0.9308950963004012,0.933994857346812,0.9355285981793232,0.9370283318413092,0.9397324975400352,0.9420883206328432,0.943888215628212,0.945218756758561,0.94565059826582,0.945974578827852,0.9461767455918629,0.9459794395151052,0.945277374489642,0.9442313984284292,0.9435919279077759,0.942860011623216,0.941176494095338,0.939281021318729,0.9335625351492972,0.9266391792864532,0.918699563032457,0.909500986781634,0.887113566796869,0.8606940168091151,0.833311855796052,0.8094551785275691,0.7930396634266039,0.7869589350248442,0.792024133919442,0.8075371544540549,0.8311962370418461,0.8600849260919521,0.89088599211898,0.920229854378467,0.9454519351987252,0.979299074062436,0.8679888387482261,0.7588833728841501,0.7577364374041351,0.8794087065958831,0.964960513917468,1.8804489290275672,0.108917114593117,-0.4394666209178421,-0.51096314088158,0.8724519782717861,-0.44780316079175,1.338150662121203,0.442745019776957,-0.5701889578367061,0.29678555033925896,1.81649172351224,-0.038204510688704,-0.256377670610325,-0.292120103857797,-0.29677544602077005,0.6253440688678961,0.639571541143337,0.630782813075747,-0.5755330240160931,-0.44953387291369296,0.600202768531895,-0.38539363251791,-1.016762228754686,-0.8595197647072681,2.261209965823479,-0.560747861290938,3.189147249832042,2.952058044536023,3.113979869166306,0.7764952679793571,-0.06699842468527299,1.529176382637416,-0.101017297115612,-0.22972152798104606,1.264015086713665,1.7227988734726982,-0.7688171756585049,2.4440765241611437,2.330451480316523,2.3170184860258467,0.5089515015408911,1.381653589683638,2.132939703273906,2.113289607249558,2.4191209558638582,0.299383408810164,2.195684689520493,3.1831234634180916,-0.6086847981563779,-0.32238190912154197,-1.817813194808194,-0.7858001319470258,-0.7857990356263621,-0.21654501344660604,-0.6997243785433731
Os,0.940583523718224,0.14071204050476802,-0.27425162025066896,-0.21470066743547606,0.848440673821354,0.157516285078644,0.9885409636062352,-0.542235275999279,0.7238969978807479,0.005798383755037001,0.19190873286630705,0.470771052230257,-0.235674762362606,-0.48627331486959896,-0.496491516175627,-0.417594734074228,0.309584882486692,0.9977609103103732,0.931978431700662,0.9327000760107552,0.933690525222206,0.935012709193583,0.9382121873948632,0.940989523548918,0.943869070114726,0.9466287582944092,0.9491468083537152,0.9513827582033052,0.953254046720776,0.9548566407029172,0.9561705523542952,0.9572991045326232,0.9583103105264672,0.959216679693612,0.9601140271443472,0.961003487261446,0.961964304553222,0.9629837246940501,0.9640604060961492,0.966390744935365,0.9688039947689512,0.9700662415381309,0.971286255765534,0.97362515539144,0.9756757334494379,0.977417209737558,0.9788095378362832,0.9793136316135332,0.97975439782223,0.9802802350902652,0.9804490566631759,0.9803120545593952,0.9798330159078,0.9794511347329572,0.979083724839895,0.9780802937788292,0.976871281999065,0.9731003614591572,0.9681756635039129,0.9622516748643499,0.9549129810689352,0.9357616429248009,0.9112318314008032,0.88419206281881,0.8588738625326809,0.8396552710088251,0.8297815385354409,0.8308001805870701,0.842350384531918,0.8629529198042941,0.8896934903874271,0.919516616004886,0.949156873687024,0.975854324967296,1.0204428305635371,0.9230783816183592,0.8142075695832071,0.7993505729965229,0.913402632640412,1.001775406102383,1.315160600669587,-0.1003745958015,-0.4394666209178421,-0.51096314088158,0.5734999018010339,-0.44780316079175,1.4648547827858192,0.442745019776957,-0.5701889578367061,0.531341872381576,1.81649172351224,-0.19801118344755406,-0.312087230964675,-0.4064787064332861,-0.344532414345951,0.562262526151423,0.618979514389921,0.511784891651998,-0.633709647382341,-0.5744397973410871,0.5458070798918281,-0.4914659151406151,-1.08283609793539,-0.9150015518165672,2.5261905275257943,-0.6086944164740931,2.911232346363054,3.903612297660844,3.395730762122117,4.109180022981225,-0.107954827712124,1.529176382637416,-0.101017297115612,0.33667379851882895,1.4725211942678471,1.7227988734726982,-0.8172424139245881,2.278875471626802,2.032766072246894,1.961210421418908,0.727691007993259,1.239366253706718,1.7666332035552132,1.7423323611916632,2.250005867720374,0.497049474048971,2.262294884963819,3.088660180428971,-0.6079141303598931,-0.32238190912154197,-1.507438455437176,-0.8445805446036521,-0.844580597568631,-0.21654501344660604,-0.7335598521869661
Ir,0.967271299384352,0.239210468858105,0.049919700083657995,-0.13064765706466702,0.35351694742556405,0.655470992746619,1.2277434683800892,-0.627523430963223,0.7238969978807479,0.042857619058956006,0.31273124754145804,0.9834733549230792,-0.23492007842537105,-0.580393209120706,-0.6061219262184631,-0.5461055958712899,0.41365297698828,0.9977609103103732,0.967147429123328,0.96793280392696,0.9691275887401772,0.9714111329545252,0.9742685794362772,0.9774847922012879,0.9808370795389232,0.9840273598538012,0.98700114975721,0.9895683461279172,0.9917513684860819,0.9935684760965072,0.9950331758034212,0.9962076374457912,0.997155789735802,0.997963485497891,0.998685898096928,0.9993604507380492,1.000024945762407,1.00074387787752,1.001474279502171,1.003090339547422,1.0048002891311858,1.0057180024246428,1.006626920648172,1.0084027390353092,1.010031633504098,1.011454218909168,1.012636209230562,1.013119709012299,1.013534216816608,1.0141868790504371,1.014516695768703,1.014628600630646,1.014544592950188,1.014411216903228,1.0142388919439889,1.013839367031961,1.013238191000456,1.011178149869834,1.0082418296959759,1.004390591327067,0.9991139888419079,0.9836737421067729,0.96176964599249,0.9356821353367052,0.909518582591354,0.8880011522349269,0.8745755150976781,0.8715737811739391,0.879174487105254,0.8963175358711709,0.920440845617344,0.948900677361474,0.9782428326621112,1.005755576442977,1.061586587064637,0.981106033441564,0.869531766282264,0.84443255322161,0.9469308884651529,1.041422213070753,1.315160600669587,-0.309666306196118,-0.4394666209178421,-0.51096314088158,0.27454782533028205,-0.44780316079175,1.591558903450436,0.442745019776957,-0.5701889578367061,0.7658981944238941,1.81649172351224,-0.266499757487062,-0.5070706922049,-0.4445982406251151,-0.4400463509963141,0.5307217547931861,0.5942690822858231,0.41983195237001103,-0.604621335699217,-0.44953387291369296,0.455147598825049,-0.5975381977633191,-1.066317630640214,-0.910124032070695,2.5211272046907194,-0.5520303058030911,2.6333174428940667,3.644097501354075,3.6774816550779272,1.225125908075762,-0.14891123073897503,1.29536830790699,-0.101017297115612,1.13316722640928,1.6289007749334834,1.6562959529014232,-0.8097923772682679,1.7832723140237732,1.556469419335488,1.60540235681197,0.9201453152360012,0.8836479137644191,1.4247471371510991,1.3713751151337672,1.623285246953345,0.271145399490334,1.6770767392831731,2.994196897439851,-0.607143462563407,-0.32238190912154197,-0.8919958294322221,-0.8319658109007191,-0.8319661194690341,-0.21654501344660604,-0.7263735568998311
Pt,1.005778522753645,0.33770889721144304,-0.278204929035234,-0.21502107281173105,-0.14140677897022502,0.157516285078644,0.5101359540585261,-0.731764509252489,0.8520521850408481,0.092269932797513,0.28326234152312896,1.5742549220302502,-0.22755565081035606,-0.580393209120706,-0.6061219262184631,-0.5461055958712899,0.3859014851211911,0.5614353002683531,1.002316426545995,1.0032711244343209,1.004881999095622,1.007915674568997,1.011745913035974,1.016122640226595,1.0207151071976779,1.025259860605936,1.0295189711411161,1.033371621506822,1.0366895883159681,1.039485117884468,1.041728576071751,1.043475425477021,1.044821071727117,1.0457679861655071,1.046441547847744,1.046872574221414,1.047132461897754,1.047279844913865,1.04734694167825,1.047262702293155,1.047113954353226,1.047026052297957,1.0469048843011801,1.046764272138662,1.04660258500965,1.046414891830346,1.046274168371595,1.04616288480545,1.046109334705623,1.045928222090075,1.045820735831746,1.0457135437086391,1.045643652924815,1.045616131397117,1.045600720348401,1.045564642387636,1.0456014035980241,1.045693445806506,1.045428623088304,1.044473950889164,1.04203673307198,1.0317330366779371,1.0131898668706991,0.9885661861291952,0.9618608910318832,0.9380773071049112,0.9212313439864612,0.9139924261648892,0.917381064519228,0.930888101916368,0.952042294048092,0.978586113706336,1.007487731303729,1.0353227357234,1.102730343565737,1.034971364247916,0.924855962981322,0.8895145334466971,0.981856154949257,1.0810690200391222,1.315160600669587,-0.518958016590736,2.25226643220394,-0.51096314088158,-0.323356327611221,-0.44780316079175,1.7182630241150516,-1.9677556434531465,-0.5701889578367061,1.235010838508529,1.81649172351224,-0.38064738088624,-0.47921591202772496,-0.558956843200604,-0.29677544602077005,0.7830479256590801,0.5777954608830901,0.33328800951637505,-0.517356400649845,-0.44953387291369296,0.40075191018498296,-0.7036104803860239,-0.967206826869159,-0.83574185594614,2.2730243857719903,-0.44306086220501095,1.632823790405712,0.4217887805450201,0.5565486869520211,-0.4130168291905401,-0.292674141073807,-0.107480140475568,-0.101017297115612,0.106575697128255,1.7331538287105739,1.490038651473235,-0.7390170290332231,1.205068630153575,1.040481378681464,1.071690259901562,0.6552738883803191,0.45678590583365997,1.082861070746984,0.9883490545637141,0.8522088712089381,-0.23713876826659705,1.1537109179427592,2.1418046850556682,-0.598014013281958,-0.32238190912154197,-0.16037373090288698,-0.748625104756073,-0.7486250263676841,-0.21654501344660604,-0.6778660637116711
Au,1.031063665757171,0.4362073255647809,-0.20807323119705104,-0.19900080399899706,-0.6363305053660151,-0.8383931302573031,-0.6858765698107451,-0.956356650657542,1.268556543311177,0.339331501490302,0.345147044161622,1.76765125388733,-0.237323621580927,-0.6745131033718139,-0.6061219262184631,-0.6746164576683521,0.462218087755687,0.779598105289363,1.0374854239686608,1.038539049880911,1.0403543233733141,1.043642018590914,1.047837828616346,1.0526179088789651,1.057683116621875,1.062694631025637,1.067446179419305,1.071777510900229,1.075520059981167,1.078719581721172,1.081269035976385,1.083295877130341,1.084816959994971,1.0859082834872231,1.086654775011074,1.0870842468373179,1.0872655149842978,1.087294335600826,1.087160183052701,1.086619281130519,1.0858661487549741,1.085463107003728,1.0850606756756949,1.084196633159926,1.083354357041806,1.082576327625964,1.081846428108396,1.081494765415444,1.081190230893792,1.080622248203167,1.080189858469181,1.0798762039230692,1.079726966129331,1.079729978598063,1.079740768645538,1.079851924516021,1.080133285080995,1.081259969030588,1.082554153229573,1.0835295320009508,1.08334482861628,1.077584400411223,1.063005712682505,1.04084037142655,1.0147690622663639,0.9897819548161952,0.9701871081021569,0.9592311472771212,0.9584782711454419,0.967870567918207,0.985636626614112,1.0096277374984242,1.037050509278408,1.0645558028085642,1.1407883183292549,1.085408901275681,0.9912449990201899,0.941185418473912,1.0167814214333621,1.120149444050801,0.7498722723116059,-0.7282497269853551,2.25226643220394,-0.51096314088158,-0.6223084040819731,-0.44780316079175,1.8449671447796687,-1.9677556434531465,-0.5701889578367061,1.4695671605508471,1.81649172351224,-0.38064738088624,-0.4513611318505501,-0.215881035474137,0.32406514220658805,0.6884256115843701,0.5572034341296739,0.21429008809262698,-0.40100315391735,-0.44953387291369296,0.346356221544916,-0.9294417917762979,-0.785503686622225,-0.7223395218546059,1.9709127899457832,-0.21204564177708105,1.5216578290181162,-0.31350314232416,-0.223684555079454,2.2249313345763233,-0.332205973560594,-0.575096289936421,-0.101017297115612,3.257149700783814,1.21188855982512,0.7917579854748491,-0.6123664058757751,0.13126178868034802,-0.01134039649789,0.004266066080746,1.193575452812589,-0.07679160407978801,0.301407204680438,0.3728395144436789,0.07398102735807001,-0.4489238381653181,0.18786308401453905,0.9737939742137169,-0.5721670010305849,-0.32238190912154197,0.5709411902301761,-0.5848766363561589,-0.5848762235004721,-0.21654501344660604,-0.577257929691785
Hg,1.079730658041867,0.6003713728203439,0.009595950481096,-0.14987197963994697,-1.131254231761806,-0.8383931302573031,-0.9250790745846,-0.8663302648622679,0.40350902998049504,0.14168224653607098,0.7017208069834111,-1.1889866258588178,-0.23757399065963106,-0.862752891874029,-0.8253827463041341,-0.8031273194654142,0.8299253549946279,1.4340865203523931,1.072654421391328,1.0596223705820171,1.075368257774652,1.078519419784587,1.082473279099477,1.0870063078146122,1.0917411078115151,1.0964040088335218,1.100819208029123,1.1047860143081378,1.108205766826134,1.111047883988143,1.113390952451292,1.1152130330356729,1.116568250010104,1.117571507411199,1.118309501932646,1.1187721497917542,1.119108920561406,1.119297876945026,1.1193686479848421,1.119416430161656,1.1193185353884298,1.1192294382279708,1.119145361046574,1.1189299705141729,1.1187047699927848,1.1184144811092318,1.118126358794868,1.1179709984338593,1.1178131444968271,1.117481575236793,1.117222085638464,1.1170652859883248,1.1169515985232028,1.1169643172483978,1.117033027974804,1.117191810458696,1.117501118183342,1.118870545313527,1.1206598953877729,1.122585113112738,1.123711045760548,1.121375028695822,1.1105754334013478,1.091546331164984,1.067205681172551,1.042097287342967,1.020785683094219,1.006819931823755,1.002089068390997,1.007398928318723,1.02136619218221,1.0423269237260122,1.0677258649188,1.094457054284246,1.180286324570311,1.140008759320301,1.050354535493393,0.9949370102807472,1.054035039016407,1.157530719192406,-0.945992712762334,-0.9375414373799732,-0.4394666209178421,-0.51096314088158,-0.6223084040819731,-0.44780316079175,1.971671265444285,0.442745019776957,-0.5701889578367061,1.4695671605508471,1.81649172351224,-0.4719654796055831,-0.200668110255975,0.5846291825542851,0.968784214596538,0.24685481256905606,0.33069113984209997,0.143973134524048,-0.13920834876923502,-0.07481609963151001,0.291960532904849,-1.2054578390310773,-0.554245144489764,-0.304092203646044,0.9977421410441579,7.05839563508684,-0.646078418039986,-0.575180561933486,-0.527108593647251,0.6716438783796831,-0.33075981861840803,-0.8790467870859751,-0.101017297115612,-0.636818168902831,0.221484548942757,-0.30554020395118703,-0.191439334793666,-0.8874780352814301,-1.0433164778059372,-1.063158127740069,-0.124365172840117,-0.8024570175620781,-1.021203463637192,-1.214698698493162,-1.1452061188716298,-0.711819704932932,-1.3061084423571891,-0.526505226201726,-0.33231146990889704,-0.32238190912154197,1.3387775320329411,0.110980774498028,0.11098064592891703,-0.21654501344660604,-0.065977812730888
Tl,1.1306791932378,0.7645354200759069,-0.28342329663085997,-0.216526978080128,-0.6363305053660151,-0.34043842258932905,-0.6858765698107451,-0.6161516769680311,-0.20522810902998298,0.17874148183998997,-0.5742828236102651,-0.267323700464266,-0.238260717275504,0.078446050637045,0.161290944081388,0.096448713114019,-0.5992764761605001,-1.511111347431243,1.1078234188139942,1.108687727939848,1.109923802299638,1.112406387678642,1.115545693868498,1.119109288752459,1.1228531546155531,1.126605007191445,1.1301116916560812,1.133315054517199,1.1361533417615242,1.1386351996639992,1.1406926985759198,1.1424566053977252,1.143947985602862,1.145209089173691,1.146290717334924,1.14722417722656,1.148082832769864,1.148845800651494,1.149543750231872,1.150885087080138,1.152050148165398,1.152567262710791,1.153056807864105,1.153928785606159,1.1545524393919229,1.154991565592156,1.155255494620945,1.155305495758589,1.1553034428957227,1.1552267071924551,1.1551085161481511,1.1549212067664771,1.154804494754947,1.154780442440144,1.154752705749105,1.15485876109576,1.1550357719691808,1.1562475155325969,1.158214268286451,1.160805624233648,1.163000830447634,1.163988093866885,1.157182529080349,1.141642425408282,1.11954798961308,1.095125085487807,1.072588986062282,1.05593625760275,1.047585058601058,1.048669216465703,1.0588039441519692,1.076382297400827,1.099354858558376,1.124859444052815,1.2152585175962458,1.194118932539408,1.111211151862356,1.049035386550851,1.0936170076983922,1.19377922842063,-0.3807043844043541,0.108917114593117,-0.4394666209178421,2.827329379544744,-0.6223084040819731,-0.44780316079175,2.0983753861089007,0.442745019776957,-0.038012597189113005,1.4695671605508471,1.81649172351224,-0.17518165876771902,0.105734471692949,0.5846291825542851,1.613503286986488,0.07338057009875401,0.08358681880111,0.079065177383821,0.44255788489324105,0.9244312957876429,0.019982089704514,-0.17667075380871702,0.07345661272691499,-0.016928228607805,0.7135209525685531,0.472282464018863,-0.44597968754231504,-0.8368579815428111,-0.830532632215047,-0.8816435778169559,-0.329313663676221,-1.18299728423553,-0.101017297115612,-0.132372331238879,-0.091274612388515,-0.7045577273788359,0.121462204771794,-0.8874780352814301,-0.9043966207067772,-0.9919965148186812,0.493592783840316,-0.667284048384005,-0.5044670947006881,-0.50564314188863,-0.7664325345251651,-0.6931826187818441,-0.7304060388827328,-0.552065879245841,-0.309784257396232,-0.32238190912154197,0.814040707093278,0.227967603802974,0.227967320473358,-0.21654501344660604,0.034176027655262
Pb,1.168510827721333,0.9286994673314699,-0.285976343443932,-0.217125068115803,-0.14140677897022502,-0.34043842258932905,-0.9250790745846,-0.6777486777753241,0.9321491770159119,0.252859952447826,-0.188240154770146,-0.288945650609778,-0.23718055353595305,0.078446050637045,0.051660534038551996,0.096448713114019,-0.12750111441997197,-0.311215919815687,1.142992416236661,1.1438500607952808,1.144937736700977,1.1471776710187842,1.149968003117888,1.1531048814697349,1.15633632738849,1.159446332351917,1.162318850270797,1.164854881466469,1.167025232484856,1.168835657555431,1.170329214713964,1.171600008468427,1.1726698650972271,1.173582124792608,1.1744673322861008,1.175321047592137,1.1761799553379,1.177065275471977,1.1780108278234098,1.180028882801478,1.182153056289294,1.1832483453967801,1.18428305710477,1.186317069610373,1.188094647076867,1.1896289562009852,1.190827754357746,1.1913049152734951,1.191685416277685,1.1923320911488702,1.19269346312593,1.192931013401449,1.193076233545271,1.193125464487719,1.1932203658022171,1.193343373468795,1.193571349855975,1.1946757130390773,1.1966263266999422,1.1994115522734228,1.202290615134722,1.2057179867027958,1.2025863434595472,1.190867283229959,1.171701677122292,1.148661787645555,1.125816058456528,1.107167640472707,1.0955946394304592,1.0928873823374672,1.098661626857417,1.112547295993551,1.132573248863257,1.155930018211904,1.255167961402314,1.246025524043711,1.170903048300813,1.1090290986965439,1.1331989763803778,1.231726886518927,0.184583943953626,-0.1003745958015,-0.4394666209178421,2.159670875459479,-0.6223084040819731,-0.44780316079175,2.225079506773518,0.442745019776957,0.49416376345847796,1.4695671605508471,1.81649172351224,-0.15235213408788298,0.105734471692949,0.31779244321147704,0.992662698759129,-0.100093672371547,-0.101741421979631,0.008748223815241998,0.5007345082594891,0.6746194469328549,-0.016281702722196003,-0.026116546215201004,0.106493547317266,0.09220627570609,0.6274444643722601,0.4286946865796311,-0.412629899126036,-0.776304529071232,-0.7611785662566941,-0.8663901360536791,-0.32786750873403403,-1.0427124393972742,-0.101017297115612,-0.30052094379353,0.117231495165665,-0.6048033465219239,0.22203769963212105,-0.8599445265257071,-0.8448595390928509,-0.9208349018972932,0.3949679391305301,-0.6267321576305831,-0.44097396808278105,-0.33032773108044705,-0.7403357552371409,-0.618351894084296,-0.659037972336313,-0.4731612546314,-0.36432382453215706,-0.32238190912154197,0.46214824443654107,0.30895229061761303,0.308952641775567,-0.21654501344660604,0.10603898052661
Bi,1.192423719415331,1.092863514587033,-0.28608466410462896,-0.217150700545904,0.35351694742556405,-0.8383931302573031,-0.20747156026303698,-0.6654292776138651,0.43554782677052,0.45050920740205697,-0.22654973259397398,0.328044340916195,-0.24894432353390605,0.26668583913926003,0.270921354124224,0.35347043670814304,-0.169128352220607,0.34327249524734205,1.1781614136593273,1.178977196120328,1.1799164103425959,1.181913581741082,1.1843547888283201,1.18702905487458,1.1897476478593392,1.1922514886520792,1.194489575448166,1.1963212745928071,1.197786073241558,1.1989241236376231,1.19973978536684,1.200401442011572,1.200969927936801,1.2014519551413407,1.202018668680802,1.202628680026098,1.203400288265517,1.204318605648107,1.205379889564989,1.2078857017886842,1.21085681516236,1.212429654487782,1.214036778641993,1.217245226057021,1.2203259059439362,1.2230655839353741,1.225409274765007,1.226446070482085,1.227344568996429,1.2288961498751492,1.230027173827121,1.230838229465208,1.2314526829752401,1.231682045277625,1.2318483077722158,1.232209561318617,1.232496176004253,1.233571122673296,1.235283438117667,1.238145952619489,1.2413112917075142,1.246711902592748,1.2469473140455851,1.239046657345687,1.223195191371893,1.20209670900072,1.17959073447623,1.159574055059864,1.145238054162431,1.138847475955694,1.1406545425649421,1.1506712320100478,1.1672220961669122,1.1881699150543992,1.290551591993259,1.296952745896988,1.2317596646697757,1.168676026378967,1.1755749663810922,1.2679753957471498,0.7498722723116059,-0.309666306196118,-0.4394666209178421,1.492012371374214,-0.6223084040819731,-0.44780316079175,2.351783627438134,0.442745019776957,1.026340124106071,1.4695671605508471,1.81649172351224,-0.106693084728211,0.300717932933174,0.5465096483624551,0.897148762108766,-0.22625675780449406,-0.210879163772734,-0.056159733324984,0.151674768062003,0.174995749223277,-0.215732561069108,0.099345293446061,0.13953048190761802,0.4007093996325221,0.36415167694830297,-0.246915863728466,-0.579378841207429,-0.6378966377076211,-0.622470434339987,-0.7947374138211379,-0.326421353791848,-0.6920003273016341,-0.101017297115612,-0.6571730009489211,0.16935802205421202,-0.5715518862362869,0.31888817616428805,-0.981091965050891,-0.9837793961920109,-1.063158127740069,-0.13765043014320302,-0.19062147286132405,-0.5288875280152671,-0.44783987238303297,-0.8024662069008359,-0.5788186810365339,-0.5876699057898931,-0.6009645198519751,-0.26472983237090303,-0.32238190912154197,0.372728489277762,0.6140077406233471,0.614008237918761,-0.21654501344660604,0.3958862237743781
